date,conversion_id,channel,revenue,emails_sent,impressions_social,clicks,spend
2024-09-27,CONV-1888,Social Media,53.67,,18543.0,300.0,164.3
2024-09-27,CONV-1889,Social Media,36.7,,18543.0,300.0,164.3
2024-09-28,CONV-1890,PPC,63.75,,,,306.3
2024-09-28,CONV-1891,PPC,135.75,,,,306.3
2024-09-28,CONV-1892,PPC,46.24,,,,306.3
2024-09-28,CONV-1893,PPC,156.02,,,,306.3
2024-09-28,CONV-1894,PPC,38.39,,,,306.3
2024-09-28,CONV-1895,PPC,122.96,,,,306.3
2024-09-28,CONV-1896,PPC,94.61,,,,306.3
2024-09-28,CONV-1897,PPC,73.49,,,,306.3
2024-09-28,CONV-1898,PPC,167.09,,,,306.3
2024-09-28,CONV-1899,PPC,100.57,,,,306.3
2024-09-28,CONV-1900,PPC,101.18,,,,306.3
2024-09-28,CONV-1901,PPC,109.93,,,,306.3
2024-09-28,CONV-1902,PPC,92.39,,,,306.3
2024-09-28,CONV-1903,PPC,167.35,,,,306.3
2024-09-28,CONV-1904,PPC,109.27,,,,306.3
2024-09-28,CONV-1905,Email,114.09,1887.0,,116.78498658427964,
2024-09-28,CONV-1906,Email,68.44,1887.0,,116.78498658427964,
2024-09-28,CONV-1907,Email,120.82,1887.0,,116.78498658427964,
2024-09-28,CONV-1908,Email,94.29,1887.0,,116.78498658427964,
2024-09-28,CONV-1909,Email,127.78,1887.0,,116.78498658427964,
2024-09-28,CONV-1910,Email,220.13,1887.0,,116.78498658427964,
2024-09-28,CONV-1911,Email,285.47,1887.0,,116.78498658427964,
2024-09-28,CONV-1912,Email,98.76,1887.0,,116.78498658427964,
2024-09-28,CONV-1913,Social Media,58.33,,18281.0,253.0,204.36
2024-09-28,CONV-1914,Social Media,45.4,,18281.0,253.0,204.36
2024-09-28,CONV-1915,Social Media,46.23,,18281.0,253.0,204.36
2024-09-28,CONV-1916,Social Media,119.13,,18281.0,253.0,204.36
2024-09-28,CONV-1917,Social Media,32.31,,18281.0,253.0,204.36
2024-09-29,CONV-1918,PPC,100.91,,,,366.72
2024-09-29,CONV-1919,PPC,77.82,,,,366.72
2024-09-29,CONV-1920,PPC,103.07,,,,366.72
2024-09-29,CONV-1921,PPC,132.65,,,,366.72
2024-09-29,CONV-1922,PPC,111.03,,,,366.72
2024-09-29,CONV-1923,PPC,114.8,,,,366.72
2024-09-29,CONV-1924,PPC,159.59,,,,366.72
2024-09-29,CONV-1925,PPC,56.81,,,,366.72
2024-09-29,CONV-1926,PPC,73.73,,,,366.72
2024-09-29,CONV-1927,PPC,62.89,,,,366.72
2024-09-29,CONV-1928,PPC,55.01,,,,366.72
2024-09-29,CONV-1929,PPC,87.88,,,,366.72
2024-09-29,CONV-1930,PPC,72.95,,,,366.72
2024-09-29,CONV-1931,PPC,124.11,,,,366.72
2024-09-29,CONV-1932,PPC,282.47,,,,366.72
2024-09-29,CONV-1933,PPC,47.65,,,,366.72
2024-09-29,CONV-1934,Email,96.14,2404.0,,110.80845294722054,
2024-09-29,CONV-1935,Email,141.88,2404.0,,110.80845294722054,
2024-09-29,CONV-1936,Email,158.54,2404.0,,110.80845294722054,
2024-09-29,CONV-1937,Email,59.29,2404.0,,110.80845294722054,
2024-09-29,CONV-1938,Email,115.22,2404.0,,110.80845294722054,
2024-09-29,CONV-1939,Email,121.48,2404.0,,110.80845294722054,
2024-09-29,CONV-1940,Email,121.02,2404.0,,110.80845294722054,
2024-09-29,CONV-1941,Email,73.8,2404.0,,110.80845294722054,
2024-09-29,CONV-1942,Social Media,107.22,,22183.0,326.0,194.81
2024-09-29,CONV-1943,Social Media,87.83,,22183.0,326.0,194.81
2024-09-29,CONV-1944,Social Media,31.14,,22183.0,326.0,194.81
2024-09-29,CONV-1945,Social Media,95.52,,22183.0,326.0,194.81
2024-09-29,CONV-1946,Social Media,251.42,,22183.0,326.0,194.81
2024-09-29,CONV-1947,Social Media,70.84,,22183.0,326.0,194.81
2024-09-29,CONV-1948,Social Media,17.59,,22183.0,326.0,194.81
2024-09-29,CONV-1949,Social Media,22.91,,22183.0,326.0,194.81
2024-09-29,CONV-1950,Social Media,38.46,,22183.0,326.0,194.81
2024-09-30,CONV-1951,PPC,159.75,,,,386.58
2024-09-30,CONV-1952,PPC,118.64,,,,386.58
2024-09-30,CONV-1953,PPC,85.11,,,,386.58
2024-09-30,CONV-1954,PPC,58.12,,,,386.58
2024-09-30,CONV-1955,PPC,141.04,,,,386.58
2024-09-30,CONV-1956,PPC,111.06,,,,386.58
2024-09-30,CONV-1957,PPC,54.3,,,,386.58
2024-09-30,CONV-1958,PPC,127.57,,,,386.58
2024-09-30,CONV-1959,PPC,168.71,,,,386.58
2024-09-30,CONV-1960,PPC,48.28,,,,386.58
2024-09-30,CONV-1961,PPC,116.63,,,,386.58
2024-09-30,CONV-1962,PPC,109.38,,,,386.58
2024-09-30,CONV-1963,PPC,240.26,,,,386.58
2024-09-30,CONV-1964,PPC,173.08,,,,386.58
2024-09-30,CONV-1965,PPC,69.25,,,,386.58
2024-09-30,CONV-1966,PPC,78.41,,,,386.58
2024-09-30,CONV-1967,PPC,195.88,,,,386.58
2024-09-30,CONV-1968,PPC,65.44,,,,386.58
2024-09-30,CONV-1969,PPC,105.39,,,,386.58
2024-09-30,CONV-1970,Email,77.06,2123.0,,117.82240016119736,
2024-09-30,CONV-1971,Email,155.12,2123.0,,117.82240016119736,
2024-09-30,CONV-1972,Email,89.29,2123.0,,117.82240016119736,
2024-09-30,CONV-1973,Email,161.04,2123.0,,117.82240016119736,
2024-09-30,CONV-1974,Email,143.35,2123.0,,117.82240016119736,
2024-09-30,CONV-1975,Email,241.12,2123.0,,117.82240016119736,
2024-09-30,CONV-1976,Email,118.73,2123.0,,117.82240016119736,
2024-09-30,CONV-1977,Email,159.51,2123.0,,117.82240016119736,
2024-09-30,CONV-1978,Email,195.76,2123.0,,117.82240016119736,
2024-09-30,CONV-1979,Email,160.57,2123.0,,117.82240016119736,
2024-09-30,CONV-1980,Social Media,129.18,,13645.0,211.0,136.66
2024-09-30,CONV-1981,Social Media,158.31,,13645.0,211.0,136.66
2024-09-30,CONV-1982,Social Media,31.23,,13645.0,211.0,136.66
2024-09-30,CONV-1983,Social Media,203.79,,13645.0,211.0,136.66
2024-09-30,CONV-1984,Social Media,17.57,,13645.0,211.0,136.66
2024-10-01,CONV-1985,PPC,169.0,,,,305.3
2024-10-01,CONV-1986,PPC,87.15,,,,305.3
2024-10-01,CONV-1987,PPC,114.35,,,,305.3
2024-10-01,CONV-1988,PPC,148.4,,,,305.3
2024-10-01,CONV-1989,PPC,49.96,,,,305.3
2024-10-01,CONV-1990,PPC,108.41,,,,305.3
2024-10-01,CONV-1991,PPC,75.55,,,,305.3
2024-10-01,CONV-1992,PPC,117.19,,,,305.3
2024-10-01,CONV-1993,PPC,77.69,,,,305.3
2024-10-01,CONV-1994,PPC,192.28,,,,305.3
2024-10-01,CONV-1995,PPC,155.56,,,,305.3
2024-10-01,CONV-1996,PPC,88.05,,,,305.3
2024-10-01,CONV-1997,PPC,104.34,,,,305.3
2024-10-01,CONV-1998,Email,135.32,2595.0,,138.82929284464873,
2024-10-01,CONV-1999,Email,135.75,2595.0,,138.82929284464873,
2024-10-01,CONV-2000,Email,137.56,2595.0,,138.82929284464873,
2024-10-01,CONV-2001,Email,78.97,2595.0,,138.82929284464873,
2024-10-01,CONV-2002,Email,76.47,2595.0,,138.82929284464873,
2024-10-01,CONV-2003,Email,246.7,2595.0,,138.82929284464873,
2024-10-01,CONV-2004,Email,181.74,2595.0,,138.82929284464873,
2024-10-01,CONV-2005,Email,80.62,2595.0,,138.82929284464873,
2024-10-01,CONV-2006,Email,110.4,2595.0,,138.82929284464873,
2024-10-01,CONV-2007,Email,150.0,2595.0,,138.82929284464873,
2024-10-01,CONV-2008,Email,111.65,2595.0,,138.82929284464873,
2024-10-01,CONV-2009,Email,148.16,2595.0,,138.82929284464873,
2024-10-01,CONV-2010,Email,143.98,2595.0,,138.82929284464873,
2024-10-01,CONV-2011,Social Media,218.34,,20932.0,410.0,193.41
2024-10-01,CONV-2012,Social Media,84.76,,20932.0,410.0,193.41
2024-10-01,CONV-2013,Social Media,88.26,,20932.0,410.0,193.41
2024-10-01,CONV-2014,Social Media,38.6,,20932.0,410.0,193.41
2024-10-01,CONV-2015,Social Media,21.53,,20932.0,410.0,193.41
2024-10-01,CONV-2016,Social Media,37.15,,20932.0,410.0,193.41
2024-10-01,CONV-2017,Social Media,109.54,,20932.0,410.0,193.41
2024-10-01,CONV-2018,Social Media,88.89,,20932.0,410.0,193.41
2024-10-01,CONV-2019,Social Media,103.6,,20932.0,410.0,193.41
2024-10-01,CONV-2020,Social Media,93.13,,20932.0,410.0,193.41
2024-10-01,CONV-2021,Social Media,95.07,,20932.0,410.0,193.41
2024-10-02,CONV-2022,PPC,64.92,,,,400.19
2024-10-02,CONV-2023,PPC,212.71,,,,400.19
2024-10-02,CONV-2024,PPC,106.93,,,,400.19
2024-10-02,CONV-2025,PPC,137.02,,,,400.19
2024-10-02,CONV-2026,PPC,133.28,,,,400.19
2024-10-02,CONV-2027,PPC,35.54,,,,400.19
2024-10-02,CONV-2028,PPC,174.37,,,,400.19
2024-10-02,CONV-2029,PPC,141.65,,,,400.19
2024-10-02,CONV-2030,PPC,86.82,,,,400.19
2024-10-02,CONV-2031,PPC,88.25,,,,400.19
2024-10-02,CONV-2032,PPC,123.56,,,,400.19
2024-10-02,CONV-2033,PPC,155.42,,,,400.19
2024-10-02,CONV-2034,PPC,126.23,,,,400.19
2024-10-02,CONV-2035,PPC,140.01,,,,400.19
2024-10-02,CONV-2036,PPC,59.42,,,,400.19
2024-10-02,CONV-2037,PPC,87.15,,,,400.19
2024-10-02,CONV-2038,Email,57.32,3460.0,,140.8316132486658,
2024-10-02,CONV-2039,Email,76.21,3460.0,,140.8316132486658,
2024-10-02,CONV-2040,Email,95.14,3460.0,,140.8316132486658,
2024-10-02,CONV-2041,Email,109.85,3460.0,,140.8316132486658,
2024-10-02,CONV-2042,Email,99.67,3460.0,,140.8316132486658,
2024-10-02,CONV-2043,Email,100.87,3460.0,,140.8316132486658,
2024-10-02,CONV-2044,Email,89.31,3460.0,,140.8316132486658,
2024-10-02,CONV-2045,Email,115.12,3460.0,,140.8316132486658,
2024-10-02,CONV-2046,Email,192.99,3460.0,,140.8316132486658,
2024-10-02,CONV-2047,Email,90.55,3460.0,,140.8316132486658,
2024-10-02,CONV-2048,Email,169.54,3460.0,,140.8316132486658,
2024-10-02,CONV-2049,Email,133.85,3460.0,,140.8316132486658,
2024-10-02,CONV-2050,Email,169.35,3460.0,,140.8316132486658,
2024-10-02,CONV-2051,Social Media,27.91,,17576.0,292.0,169.19
2024-10-02,CONV-2052,Social Media,50.76,,17576.0,292.0,169.19
2024-10-02,CONV-2053,Social Media,55.44,,17576.0,292.0,169.19
2024-10-02,CONV-2054,Social Media,52.76,,17576.0,292.0,169.19
2024-10-02,CONV-2055,Social Media,31.23,,17576.0,292.0,169.19
2024-10-02,CONV-2056,Social Media,78.27,,17576.0,292.0,169.19
2024-10-03,CONV-2057,PPC,41.21,,,,298.31
2024-10-03,CONV-2058,PPC,119.4,,,,298.31
2024-10-03,CONV-2059,PPC,64.66,,,,298.31
2024-10-03,CONV-2060,PPC,49.54,,,,298.31
2024-10-03,CONV-2061,PPC,147.17,,,,298.31
2024-10-03,CONV-2062,PPC,80.73,,,,298.31
2024-10-03,CONV-2063,PPC,91.37,,,,298.31
2024-10-03,CONV-2064,PPC,100.2,,,,298.31
2024-10-03,CONV-2065,PPC,122.98,,,,298.31
2024-10-03,CONV-2066,PPC,49.67,,,,298.31
2024-10-03,CONV-2067,PPC,42.18,,,,298.31
2024-10-03,CONV-2068,PPC,101.41,,,,298.31
2024-10-03,CONV-2069,PPC,121.7,,,,298.31
2024-10-03,CONV-2070,PPC,81.62,,,,298.31
2024-10-03,CONV-2071,PPC,89.3,,,,298.31
2024-10-03,CONV-2072,Email,65.39,1404.0,,90.83185505265703,
2024-10-03,CONV-2073,Email,99.92,1404.0,,90.83185505265703,
2024-10-03,CONV-2074,Email,215.34,1404.0,,90.83185505265703,
2024-10-03,CONV-2075,Email,72.24,1404.0,,90.83185505265703,
2024-10-03,CONV-2076,Email,102.81,1404.0,,90.83185505265703,
2024-10-03,CONV-2077,Email,114.86,1404.0,,90.83185505265703,
2024-10-03,CONV-2078,Social Media,45.89,,17392.0,380.0,179.13
2024-10-03,CONV-2079,Social Media,28.76,,17392.0,380.0,179.13
2024-10-03,CONV-2080,Social Media,65.17,,17392.0,380.0,179.13
2024-10-03,CONV-2081,Social Media,82.65,,17392.0,380.0,179.13
2024-10-03,CONV-2082,Social Media,71.39,,17392.0,380.0,179.13
2024-10-03,CONV-2083,Social Media,49.89,,17392.0,380.0,179.13
2024-10-03,CONV-2084,Social Media,64.99,,17392.0,380.0,179.13
2024-10-03,CONV-2085,Social Media,55.59,,17392.0,380.0,179.13
2024-10-04,CONV-2086,PPC,107.09,,,,313.07
2024-10-04,CONV-2087,PPC,186.85,,,,313.07
2024-10-04,CONV-2088,PPC,147.25,,,,313.07
2024-10-04,CONV-2089,PPC,119.9,,,,313.07
2024-10-04,CONV-2090,PPC,151.38,,,,313.07
2024-10-04,CONV-2091,PPC,148.99,,,,313.07
2024-10-04,CONV-2092,PPC,55.95,,,,313.07
2024-10-04,CONV-2093,PPC,78.97,,,,313.07
2024-10-04,CONV-2094,PPC,113.07,,,,313.07
2024-10-04,CONV-2095,PPC,78.29,,,,313.07
2024-10-04,CONV-2096,PPC,58.14,,,,313.07
2024-10-04,CONV-2097,PPC,73.76,,,,313.07
2024-10-04,CONV-2098,PPC,42.04,,,,313.07
2024-10-04,CONV-2099,PPC,113.54,,,,313.07
2024-10-04,CONV-2100,Email,529.83,1580.0,,88.8325171314484,
2024-10-04,CONV-2101,Email,178.46,1580.0,,88.8325171314484,
2024-10-04,CONV-2102,Email,168.05,1580.0,,88.8325171314484,
2024-10-04,CONV-2103,Email,95.92,1580.0,,88.8325171314484,
2024-10-04,CONV-2104,Email,69.65,1580.0,,88.8325171314484,
2024-10-04,CONV-2105,Email,224.35,1580.0,,88.8325171314484,
2024-10-04,CONV-2106,Social Media,111.1,,18906.0,284.0,193.84
2024-10-04,CONV-2107,Social Media,39.72,,18906.0,284.0,193.84
2024-10-04,CONV-2108,Social Media,93.6,,18906.0,284.0,193.84
2024-10-04,CONV-2109,Social Media,36.98,,18906.0,284.0,193.84
2024-10-04,CONV-2110,Social Media,87.62,,18906.0,284.0,193.84
2024-10-04,CONV-2111,Social Media,54.1,,18906.0,284.0,193.84
2024-10-04,CONV-2112,Social Media,65.62,,18906.0,284.0,193.84
2024-10-05,CONV-2113,PPC,65.12,,,,365.65
2024-10-05,CONV-2114,PPC,203.37,,,,365.65
2024-10-05,CONV-2115,PPC,56.89,,,,365.65
2024-10-05,CONV-2116,PPC,56.47,,,,365.65
2024-10-05,CONV-2117,PPC,104.28,,,,365.65
2024-10-05,CONV-2118,PPC,77.69,,,,365.65
2024-10-05,CONV-2119,PPC,63.47,,,,365.65
2024-10-05,CONV-2120,PPC,84.19,,,,365.65
2024-10-05,CONV-2121,PPC,187.0,,,,365.65
2024-10-05,CONV-2122,PPC,251.69,,,,365.65
2024-10-05,CONV-2123,PPC,126.93,,,,365.65
2024-10-05,CONV-2124,PPC,55.65,,,,365.65
2024-10-05,CONV-2125,PPC,102.35,,,,365.65
2024-10-05,CONV-2126,PPC,103.51,,,,365.65
2024-10-05,CONV-2127,Email,162.97,2434.0,,125.83609730939784,
2024-10-05,CONV-2128,Email,62.98,2434.0,,125.83609730939784,
2024-10-05,CONV-2129,Email,68.88,2434.0,,125.83609730939784,
2024-10-05,CONV-2130,Email,58.3,2434.0,,125.83609730939784,
2024-10-05,CONV-2131,Email,81.51,2434.0,,125.83609730939784,
2024-10-05,CONV-2132,Email,137.79,2434.0,,125.83609730939784,
2024-10-05,CONV-2133,Email,231.88,2434.0,,125.83609730939784,
2024-10-05,CONV-2134,Email,143.11,2434.0,,125.83609730939784,
2024-10-05,CONV-2135,Email,140.37,2434.0,,125.83609730939784,
2024-10-05,CONV-2136,Social Media,57.35,,12976.0,192.0,149.29
2024-10-05,CONV-2137,Social Media,123.31,,12976.0,192.0,149.29
2024-10-05,CONV-2138,Social Media,69.81,,12976.0,192.0,149.29
2024-10-05,CONV-2139,Social Media,134.51,,12976.0,192.0,149.29
2024-10-06,CONV-2140,PPC,141.72,,,,294.57
2024-10-06,CONV-2141,PPC,98.77,,,,294.57
2024-10-06,CONV-2142,PPC,63.44,,,,294.57
2024-10-06,CONV-2143,PPC,122.67,,,,294.57
2024-10-06,CONV-2144,PPC,106.37,,,,294.57
2024-10-06,CONV-2145,PPC,68.36,,,,294.57
2024-10-06,CONV-2146,PPC,126.81,,,,294.57
2024-10-06,CONV-2147,PPC,51.06,,,,294.57
2024-10-06,CONV-2148,PPC,103.29,,,,294.57
2024-10-06,CONV-2149,PPC,87.27,,,,294.57
2024-10-06,CONV-2150,PPC,30.11,,,,294.57
2024-10-06,CONV-2151,PPC,62.7,,,,294.57
2024-10-06,CONV-2152,PPC,164.62,,,,294.57
2024-10-06,CONV-2153,Email,159.03,2912.0,,130.84508611713505,
2024-10-06,CONV-2154,Email,105.08,2912.0,,130.84508611713505,
2024-10-06,CONV-2155,Email,67.73,2912.0,,130.84508611713505,
2024-10-06,CONV-2156,Email,93.05,2912.0,,130.84508611713505,
2024-10-06,CONV-2157,Email,144.85,2912.0,,130.84508611713505,
2024-10-06,CONV-2158,Email,107.53,2912.0,,130.84508611713505,
2024-10-06,CONV-2159,Email,62.86,2912.0,,130.84508611713505,
2024-10-06,CONV-2160,Email,112.92,2912.0,,130.84508611713505,
2024-10-06,CONV-2161,Email,137.35,2912.0,,130.84508611713505,
2024-10-06,CONV-2162,Email,350.65,2912.0,,130.84508611713505,
2024-10-06,CONV-2163,Email,271.16,2912.0,,130.84508611713505,
2024-10-06,CONV-2164,Email,169.82,2912.0,,130.84508611713505,
2024-10-06,CONV-2165,Email,62.81,2912.0,,130.84508611713505,
2024-10-06,CONV-2166,Social Media,60.05,,11551.0,275.0,132.95
2024-10-06,CONV-2167,Social Media,88.64,,11551.0,275.0,132.95
2024-10-06,CONV-2168,Social Media,100.86,,11551.0,275.0,132.95
2024-10-06,CONV-2169,Social Media,56.44,,11551.0,275.0,132.95
2024-10-06,CONV-2170,Social Media,99.47,,11551.0,275.0,132.95
2024-10-07,CONV-2171,PPC,137.15,,,,351.96
2024-10-07,CONV-2172,PPC,66.0,,,,351.96
2024-10-07,CONV-2173,PPC,73.18,,,,351.96
2024-10-07,CONV-2174,PPC,298.48,,,,351.96
2024-10-07,CONV-2175,PPC,58.67,,,,351.96
2024-10-07,CONV-2176,PPC,53.74,,,,351.96
2024-10-07,CONV-2177,PPC,128.35,,,,351.96
2024-10-07,CONV-2178,PPC,69.33,,,,351.96
2024-10-07,CONV-2179,PPC,75.17,,,,351.96
2024-10-07,CONV-2180,PPC,83.62,,,,351.96
2024-10-07,CONV-2181,PPC,121.01,,,,351.96
2024-10-07,CONV-2182,PPC,120.97,,,,351.96
2024-10-07,CONV-2183,PPC,47.39,,,,351.96
2024-10-07,CONV-2184,PPC,86.09,,,,351.96
2024-10-07,CONV-2185,PPC,159.32,,,,351.96
2024-10-07,CONV-2186,PPC,136.94,,,,351.96
2024-10-07,CONV-2187,PPC,183.82,,,,351.96
2024-10-07,CONV-2188,PPC,58.46,,,,351.96
2024-10-07,CONV-2189,PPC,90.41,,,,351.96
2024-10-07,CONV-2190,PPC,81.45,,,,351.96
2024-10-07,CONV-2191,Email,331.43,2060.0,,89.861960566532,
2024-10-07,CONV-2192,Email,87.48,2060.0,,89.861960566532,
2024-10-07,CONV-2193,Email,105.86,2060.0,,89.861960566532,
2024-10-07,CONV-2194,Email,88.04,2060.0,,89.861960566532,
2024-10-07,CONV-2195,Email,77.52,2060.0,,89.861960566532,
2024-10-07,CONV-2196,Email,146.88,2060.0,,89.861960566532,
2024-10-07,CONV-2197,Email,232.88,2060.0,,89.861960566532,
2024-10-07,CONV-2198,Email,138.9,2060.0,,89.861960566532,
2024-10-07,CONV-2199,Social Media,111.75,,15010.0,211.0,134.59
2024-10-07,CONV-2200,Social Media,63.39,,15010.0,211.0,134.59
2024-10-07,CONV-2201,Social Media,66.12,,15010.0,211.0,134.59
2024-10-07,CONV-2202,Social Media,51.32,,15010.0,211.0,134.59
2024-10-07,CONV-2203,Social Media,38.24,,15010.0,211.0,134.59
2024-10-08,CONV-2204,PPC,113.16,,,,292.11
2024-10-08,CONV-2205,PPC,125.62,,,,292.11
2024-10-08,CONV-2206,PPC,39.0,,,,292.11
2024-10-08,CONV-2207,PPC,47.45,,,,292.11
2024-10-08,CONV-2208,PPC,57.37,,,,292.11
2024-10-08,CONV-2209,PPC,83.98,,,,292.11
2024-10-08,CONV-2210,PPC,50.04,,,,292.11
2024-10-08,CONV-2211,PPC,141.41,,,,292.11
2024-10-08,CONV-2212,PPC,91.6,,,,292.11
2024-10-08,CONV-2213,PPC,106.41,,,,292.11
2024-10-08,CONV-2214,PPC,47.0,,,,292.11
2024-10-08,CONV-2215,PPC,16.0,,,,292.11
2024-10-08,CONV-2216,PPC,59.27,,,,292.11
2024-10-08,CONV-2217,PPC,150.55,,,,292.11
2024-10-08,CONV-2218,PPC,78.11,,,,292.11
2024-10-08,CONV-2219,PPC,64.63,,,,292.11
2024-10-08,CONV-2220,PPC,158.68,,,,292.11
2024-10-08,CONV-2221,Email,163.98,2458.0,,107.88917795946338,
2024-10-08,CONV-2222,Email,96.78,2458.0,,107.88917795946338,
2024-10-08,CONV-2223,Email,115.06,2458.0,,107.88917795946338,
2024-10-08,CONV-2224,Email,249.43,2458.0,,107.88917795946338,
2024-10-08,CONV-2225,Email,175.14,2458.0,,107.88917795946338,
2024-10-08,CONV-2226,Email,81.63,2458.0,,107.88917795946338,
2024-10-08,CONV-2227,Email,138.18,2458.0,,107.88917795946338,
2024-10-08,CONV-2228,Email,133.52,2458.0,,107.88917795946338,
2024-10-08,CONV-2229,Email,139.93,2458.0,,107.88917795946338,
2024-10-08,CONV-2230,Email,86.93,2458.0,,107.88917795946338,
2024-10-08,CONV-2231,Social Media,121.18,,17820.0,162.0,159.17
2024-10-08,CONV-2232,Social Media,36.48,,17820.0,162.0,159.17
2024-10-08,CONV-2233,Social Media,58.42,,17820.0,162.0,159.17
2024-10-09,CONV-2234,PPC,49.2,,,,280.67
2024-10-09,CONV-2235,PPC,125.64,,,,280.67
2024-10-09,CONV-2236,PPC,47.95,,,,280.67
2024-10-09,CONV-2237,PPC,167.88,,,,280.67
2024-10-09,CONV-2238,PPC,35.94,,,,280.67
2024-10-09,CONV-2239,PPC,58.97,,,,280.67
2024-10-09,CONV-2240,PPC,72.95,,,,280.67
2024-10-09,CONV-2241,PPC,59.29,,,,280.67
2024-10-09,CONV-2242,PPC,127.26,,,,280.67
2024-10-09,CONV-2243,PPC,77.25,,,,280.67
2024-10-09,CONV-2244,Email,82.04,2463.0,,100.92916974583142,
2024-10-09,CONV-2245,Email,152.17,2463.0,,100.92916974583142,
2024-10-09,CONV-2246,Email,97.7,2463.0,,100.92916974583142,
2024-10-09,CONV-2247,Email,93.46,2463.0,,100.92916974583142,
2024-10-09,CONV-2248,Email,347.95,2463.0,,100.92916974583142,
2024-10-09,CONV-2249,Email,208.33,2463.0,,100.92916974583142,
2024-10-09,CONV-2250,Email,45.3,2463.0,,100.92916974583142,
2024-10-09,CONV-2251,Email,61.97,2463.0,,100.92916974583142,
2024-10-09,CONV-2252,Email,129.45,2463.0,,100.92916974583142,
2024-10-09,CONV-2253,Social Media,125.2,,16042.0,233.0,199.66
2024-10-09,CONV-2254,Social Media,70.15,,16042.0,233.0,199.66
2024-10-09,CONV-2255,Social Media,75.31,,16042.0,233.0,199.66
2024-10-09,CONV-2256,Social Media,60.11,,16042.0,233.0,199.66
2024-10-09,CONV-2257,Social Media,57.73,,16042.0,233.0,199.66
2024-10-10,CONV-2258,PPC,97.76,,,,382.93
2024-10-10,CONV-2259,PPC,22.96,,,,382.93
2024-10-10,CONV-2260,PPC,59.66,,,,382.93
2024-10-10,CONV-2261,PPC,88.85,,,,382.93
2024-10-10,CONV-2262,PPC,120.55,,,,382.93
2024-10-10,CONV-2263,PPC,144.65,,,,382.93
2024-10-10,CONV-2264,PPC,110.55,,,,382.93
2024-10-10,CONV-2265,PPC,57.06,,,,382.93
2024-10-10,CONV-2266,PPC,45.02,,,,382.93
2024-10-10,CONV-2267,PPC,218.59,,,,382.93
2024-10-10,CONV-2268,PPC,209.64,,,,382.93
2024-10-10,CONV-2269,PPC,46.21,,,,382.93
2024-10-10,CONV-2270,PPC,87.61,,,,382.93
2024-10-10,CONV-2271,PPC,153.26,,,,382.93
2024-10-10,CONV-2272,PPC,43.6,,,,382.93
2024-10-10,CONV-2273,Email,116.87,2596.0,,109.9843354462076,
2024-10-10,CONV-2274,Email,65.69,2596.0,,109.9843354462076,
2024-10-10,CONV-2275,Email,81.73,2596.0,,109.9843354462076,
2024-10-10,CONV-2276,Email,190.91,2596.0,,109.9843354462076,
2024-10-10,CONV-2277,Email,203.68,2596.0,,109.9843354462076,
2024-10-10,CONV-2278,Email,101.53,2596.0,,109.9843354462076,
2024-10-10,CONV-2279,Email,136.69,2596.0,,109.9843354462076,
2024-10-10,CONV-2280,Email,125.41,2596.0,,109.9843354462076,
2024-10-10,CONV-2281,Email,72.02,2596.0,,109.9843354462076,
2024-10-10,CONV-2282,Email,261.67,2596.0,,109.9843354462076,
2024-10-10,CONV-2283,Social Media,76.55,,15693.0,345.0,163.16
2024-10-10,CONV-2284,Social Media,87.97,,15693.0,345.0,163.16
2024-10-10,CONV-2285,Social Media,118.32,,15693.0,345.0,163.16
2024-10-10,CONV-2286,Social Media,103.09,,15693.0,345.0,163.16
2024-10-10,CONV-2287,Social Media,120.1,,15693.0,345.0,163.16
2024-10-10,CONV-2288,Social Media,82.85,,15693.0,345.0,163.16
2024-10-10,CONV-2289,Social Media,77.5,,15693.0,345.0,163.16
2024-10-11,CONV-2290,PPC,139.28,,,,289.74
2024-10-11,CONV-2291,PPC,63.63,,,,289.74
2024-10-11,CONV-2292,PPC,114.99,,,,289.74
2024-10-11,CONV-2293,PPC,55.19,,,,289.74
2024-10-11,CONV-2294,PPC,112.92,,,,289.74
2024-10-11,CONV-2295,PPC,41.01,,,,289.74
2024-10-11,CONV-2296,PPC,221.61,,,,289.74
2024-10-11,CONV-2297,PPC,122.48,,,,289.74
2024-10-11,CONV-2298,PPC,103.98,,,,289.74
2024-10-11,CONV-2299,PPC,45.39,,,,289.74
2024-10-11,CONV-2300,PPC,224.4,,,,289.74
2024-10-11,CONV-2301,PPC,68.93,,,,289.74
2024-10-11,CONV-2302,PPC,255.74,,,,289.74
2024-10-11,CONV-2303,PPC,64.15,,,,289.74
2024-10-11,CONV-2304,PPC,99.83,,,,289.74
2024-10-11,CONV-2305,PPC,219.61,,,,289.74
2024-10-11,CONV-2306,PPC,50.77,,,,289.74
2024-10-11,CONV-2307,PPC,101.87,,,,289.74
2024-10-11,CONV-2308,Email,73.79,1829.0,,106.0570366542808,
2024-10-11,CONV-2309,Email,94.16,1829.0,,106.0570366542808,
2024-10-11,CONV-2310,Email,78.69,1829.0,,106.0570366542808,
2024-10-11,CONV-2311,Email,147.26,1829.0,,106.0570366542808,
2024-10-11,CONV-2312,Email,238.98,1829.0,,106.0570366542808,
2024-10-11,CONV-2313,Email,66.02,1829.0,,106.0570366542808,
2024-10-11,CONV-2314,Email,94.33,1829.0,,106.0570366542808,
